id,State_Name,Mean,Median,Stdev,sum_w
27023823,Minnesota,51273,44140,36739,483.7140169
2702383,Minnesota,70635,59890,51747,467.2450504
27023833,Minnesota,65314,56754,46158,159.0915401
27023843,Minnesota,45041,40397,27343,207.9278037
27023853,Minnesota,38867,29368,37714,269.6170351
27023863,Minnesota,66392,42342,61020,269.9159054
27023873,Minnesota,66178,42278,69660,382.4448899
27023883,Minnesota,44016,35688,28255,343.9934398
27023893,Minnesota,50391,41952,43795,407.7837291
27023903,Minnesota,61846,50209,48154,268.7242506
27023913,Minnesota,101727,300000,57232,231.7140863
27023923,Minnesota,62966,61681,40229,252.8502691
2702393,Minnesota,46903,33126,43320,1783.150536
27023933,Minnesota,90085,300000,63173,187.7546438
27023943,Minnesota,55971,300000,38892,424.1554706
27023953,Minnesota,130398,300000,71356,176.7190567
27023963,Minnesota,43795,18919,46389,129.524308
27023973,Minnesota,80743,300000,39205,122.1914076
27023983,Minnesota,67729,54674,53344,225.4244393
27023993,Minnesota,61097,52329,44624,352.8833415
27024003,Minnesota,83002,75240,47008,160.1583231
27024013,Minnesota,60416,47272,51395,369.6547321
27024023,Minnesota,68207,57825,52292,289.9178831
2702403,Minnesota,133359,114570,79859,352.2379281
27024033,Minnesota,43090,36531,33482,201.3280699
27024043,Minnesota,63241,58748,47491,310.2830291
27024053,Minnesota,56323,48436,42049,347.4515076
27024063,Minnesota,57658,48264,46722,185.6598874
27024073,Minnesota,67088,59936,46332,316.9132414
27024083,Minnesota,79808,70081,54955,251.5863014
27024093,Minnesota,61585,47982,45625,161.2621593
27024103,Minnesota,46271,36316,40248,252.8571965
27024113,Minnesota,81089,67504,55944,167.6562912
27024123,Minnesota,120533,300000,65309,149.68845
2702413,Minnesota,69004,60458,50515,742.4645216
27024133,Minnesota,106723,81236,66781,119.1240956
27024143,Minnesota,102144,85604,63133,90.49147543
27024153,Minnesota,60714,300000,36556,221.5589506
27024163,Minnesota,79436,67956,52139,100.0919134
27024173,Minnesota,47777,35130,43099,448.2379923
27024183,Minnesota,49260,39041,38455,238.2897217
27024193,Minnesota,46786,41625,32079,397.8869125
27024203,Minnesota,83830,73106,61877,137.6918027
27024213,Minnesota,52704,42020,49993,215.4903444
27024223,Minnesota,57063,33855,52175,158.7298035
2702423,Minnesota,50774,36604,40318,588.1846294
27024233,Minnesota,80941,54175,70531,261.2848874
27024243,Minnesota,57954,41858,47211,306.0872472
27024253,Minnesota,36494,26046,38762,395.8780389
27024263,Minnesota,67808,53077,55279,202.8229608
27024273,Minnesota,77826,58367,68900,184.5874606
27024283,Minnesota,72889,61498,56033,247.1177073
27024293,Minnesota,74974,58753,62273,533.0996307
270243,Minnesota,61977,54025,48331,1077.582394
27024303,Minnesota,74739,57988,56090,273.4197357
27024313,Minnesota,54299,41028,51863,612.7117781
27024323,Minnesota,24950,18486,20383,432.7500737
2702433,Minnesota,54053,38080,49033,1491.534007
27024333,Minnesota,68381,49764,53358,279.7909685
27024343,Minnesota,111091,300000,63617,113.1585014
27024353,Minnesota,60114,49495,58333,457.3650476
27024363,Minnesota,89681,73286,58086,218.3185853
27024373,Minnesota,74630,300000,30767,146.5868191
27024383,Minnesota,86608,83755,52307,353.5782546
27024393,Minnesota,69254,53188,59787,639.3989912
27024403,Minnesota,49952,53945,34093,132.5242254
27024413,Minnesota,49801,40801,35718,626.6474924
27024423,Minnesota,87874,84681,61314,212.6543343
2702443,Minnesota,126173,110039,85621,347.2091977
27024433,Minnesota,49307,32435,46285,604.5480984
27024443,Minnesota,87115,82585,54702,384.311694
27024453,Minnesota,117844,103009,76757,136.6207062
27024463,Minnesota,42697,36954,36413,465.8171153
27024473,Minnesota,66864,53813,49508,590.3017763
27024483,Minnesota,60671,50979,48511,914.0610837
27024493,Minnesota,103633,300000,47225,33.59786391
27024503,Minnesota,54662,38951,49052,755.1421899
27024513,Minnesota,130301,300000,58821,128.4544844
27024523,Minnesota,76387,64295,54684,174.6902846
2702453,Minnesota,133705,300000,74862,226.2487675
27024533,Minnesota,60306,44925,48937,195.4606502
27024543,Minnesota,55555,43506,48016,298.0912656
27024553,Minnesota,55800,43471,49224,199.8932897
27024563,Minnesota,81497,65862,52259,177.1903132
27024573,Minnesota,69473,59906,49734,314.7170794
27024583,Minnesota,67803,59409,48999,453.0499484
27024593,Minnesota,55320,49296,40095,373.6820805
27024603,Minnesota,51514,38351,39334,318.6535685
27024613,Minnesota,75779,67575,52473,116.5932067
27024623,Minnesota,85074,80528,58594,198.8133125
2702463,Minnesota,131474,110496,88689,842.1200247
27024633,Minnesota,64650,46188,69928,206.1870082
27024643,Minnesota,91608,82496,58804,216.8173845
27024653,Minnesota,70251,51587,61044,469.5150769
27024663,Minnesota,30302,20299,30076,266.6884486
27024673,Minnesota,77737,54442,65190,327.1543665
27024683,Minnesota,57599,43151,47507,187.3276562
27024693,Minnesota,41149,28207,43117,346.4539873
27024703,Minnesota,92970,300000,57747,156.2237853
27024713,Minnesota,92062,86024,50941,211.4170657
27024723,Minnesota,59761,53548,36930,167.0594676
2702473,Minnesota,60196,43659,53378,771.6337482
27024733,Minnesota,49525,34270,48679,355.8100828
27024743,Minnesota,63615,300000,33734,135.3287153
27024753,Minnesota,52157,300000,24979,116.3967158
27024763,Minnesota,64303,43087,55006,228.9217328
27024773,Minnesota,47855,41260,35860,125.7622049
27024783,Minnesota,57268,50201,38325,211.5919814
27024793,Minnesota,56496,50571,34646,282.5205786
27024803,Minnesota,56466,49286,34951,204.7585583
27024813,Minnesota,64333,48084,50052,224.7548179
27024823,Minnesota,53306,28397,57988,27.76497441
2702483,Minnesota,54562,46880,43725,726.3273629
27024833,Minnesota,102245,99550,48204,83.75810697
27024843,Minnesota,137665,300000,60774,158.6153457
27024853,Minnesota,121844,114103,64204,746.4328674
27024863,Minnesota,88121,74844,62852,592.2966835
27024873,Minnesota,117119,300000,60467,112.2218246
27024883,Minnesota,115064,103051,66242,265.8776818
27024893,Minnesota,99040,83238,63021,472.7575772
27024903,Minnesota,92817,81442,55326,148.0886718
27024913,Minnesota,75089,68158,45471,568.5667271
27024923,Minnesota,77788,51156,65996,299.8568711
2702493,Minnesota,63679,52752,47961,1024.255719
27024933,Minnesota,58089,49876,42924,223.7918136
27024943,Minnesota,53532,45753,38958,256.3245129
27024953,Minnesota,75801,76551,51812,273.6839665
27024963,Minnesota,51756,42891,37743,686.6116606
27024973,Minnesota,54329,50651,41179,206.489853
27024983,Minnesota,68542,54574,45617,841.1683175
27024993,Minnesota,73086,62838,53080,229.9548605
27025003,Minnesota,85149,72853,61111,161.8907105
27025013,Minnesota,53787,46046,41514,558.8055097
27025023,Minnesota,39808,33560,34273,151.8260532
2702503,Minnesota,103010,78606,72308,1170.192723
27025033,Minnesota,90000,300000,51951,61.13004874
27025043,Minnesota,18030,8489,29623,227.442752
27025053,Minnesota,39012,23785,41299,587.109058
27025063,Minnesota,54532,48949,42661,237.5244697
27025073,Minnesota,65687,55053,52403,138.2278015
27025083,Minnesota,74833,61319,53508,149.3258275
27025093,Minnesota,68184,56340,50247,121.828463
27025103,Minnesota,63025,55719,49852,218.8216177
27025113,Minnesota,59647,54627,44663,198.4237667
27025123,Minnesota,76634,65177,55878,167.7906694
2702513,Minnesota,117472,103730,71225,859.9240807
27025133,Minnesota,50774,45275,30713,364.888572
27025143,Minnesota,64610,54074,49809,450.4780628
27025153,Minnesota,30118,18029,23733,282.9238014
27025163,Minnesota,76897,64712,57064,160.1914638
27025173,Minnesota,63110,52360,36824,304.2894915
27025183,Minnesota,103010,103942,59897,217.8798868
27025193,Minnesota,107966,300000,56742,150.6856639
27025203,Minnesota,79193,54862,69971,325.7866656
27025213,Minnesota,86799,67664,61878,181.8561426
27025223,Minnesota,98409,80800,76282,287.3135194
2702523,Minnesota,113770,99158,75649,412.4061073
27025233,Minnesota,141151,300000,71101,192.3147746
27025243,Minnesota,80946,300000,50978,387.3166521
27025253,Minnesota,95821,300000,48843,118.4559954
27025263,Minnesota,86375,77339,54407,171.7866775
27025273,Minnesota,72946,300000,42391,421.1431727
27025283,Minnesota,139369,130058,66248,188.1089903
27025293,Minnesota,110978,96372,70687,231.0491823
270253,Minnesota,57492,47878,43413,815.7618941
27025303,Minnesota,100252,90630,53691,235.9452437
27025313,Minnesota,66186,59074,48508,137.892435
27025323,Minnesota,62498,50627,51938,180.725697
2702533,Minnesota,108236,91112,72558,576.5970681
27025333,Minnesota,69875,60683,50963,326.4155523
27025343,Minnesota,59833,51855,41906,177.5575301
27025353,Minnesota,63750,52591,48660,133.5928302
27025363,Minnesota,75572,68371,53061,261.4158351
27025373,Minnesota,84997,300000,43164,218.2196081
27025383,Minnesota,97228,94395,46445,567.8174359
27025393,Minnesota,92332,74832,62321,253.8177043
27025403,Minnesota,64994,61578,44588,429.0454583
27025413,Minnesota,103648,300000,68037,490.8416179
27025423,Minnesota,92660,78792,63518,237.87952
2702543,Minnesota,91536,77631,61484,547.4363732
27025433,Minnesota,67575,53588,53506,370.4531959
27025443,Minnesota,71752,65136,51646,139.5921639
2702553,Minnesota,80275,72492,50135,578.5994593
2702563,Minnesota,91833,76739,60550,886.5127046
2702573,Minnesota,96846,88623,48505,984.3190139
2702583,Minnesota,85033,69787,66179,355.480793
2702593,Minnesota,47436,35458,43472,1077.049703
2702603,Minnesota,53816,51586,43345,881.6432592
2702613,Minnesota,35087,17475,46826,872.6585307
2702623,Minnesota,68231,57812,60667,1189.832374
270263,Minnesota,72046,64896,42956,1085.77464
2702633,Minnesota,108808,83177,82601,506.0039856
2702643,Minnesota,51716,40787,44683,1147.787093
2702653,Minnesota,66103,53023,45437,347.1837006
2702663,Minnesota,130034,124867,73361,457.5655258
2702673,Minnesota,28311,17690,33241,1737.845211
2702683,Minnesota,63451,52439,48795,649.4394632
2702693,Minnesota,82855,72784,51384,599.8596953
2702703,Minnesota,80263,68946,56265,489.7740707
2702713,Minnesota,59930,47998,48732,896.2933871
2702723,Minnesota,64999,52437,48818,927.4304023
270273,Minnesota,80488,72893,49152,898.6102687
2702733,Minnesota,47325,38823,37739,708.7369747
2702743,Minnesota,88300,79797,58164,1102.90834
2702753,Minnesota,73361,60340,58657,1048.202436
2702763,Minnesota,73759,65393,51194,887.8865125
2702773,Minnesota,66098,54889,52013,562.0418403
2702783,Minnesota,70084,60473,47835,1007.152984
2702793,Minnesota,61942,55503,43257,594.804993
2702803,Minnesota,53955,40631,43374,1081.533304
2702813,Minnesota,78769,68492,54104,1079.942295
2702823,Minnesota,50313,40421,45876,838.3938939
270283,Minnesota,66418,50451,56033,895.6219121
2702833,Minnesota,49839,39081,43295,1406.336757
2702843,Minnesota,89261,77702,55636,727.3845558
2702853,Minnesota,59628,47754,41766,1328.795873
2702863,Minnesota,52068,44759,38647,838.2587095
2702873,Minnesota,55501,46249,46713,1020.491074
2702883,Minnesota,59898,53121,45052,609.2041683
2702893,Minnesota,51726,42729,44743,719.6065413
2702903,Minnesota,63901,53165,48696,582.5085436
2702913,Minnesota,98296,85279,65112,933.499249
2702923,Minnesota,38879,24934,37190,1022.2808
270293,Minnesota,77946,65970,54192,475.6064341
2702933,Minnesota,54793,47900,37944,952.1607622
2702943,Minnesota,41729,27958,36223,339.5474111
2702953,Minnesota,57235,41601,49386,585.7791303
2702963,Minnesota,93459,69221,75000,463.593784
2702973,Minnesota,95015,88026,63977,558.6948276
2702983,Minnesota,60755,50305,42153,1069.892848
2702993,Minnesota,81442,66606,58986,1117.946004
28011006,Mississippi,47563,33330,46195,375.6513609
28011016,Mississippi,44278,29301,44744,394.4486767
28011026,Mississippi,28333,300000,3696,6
28011036,Mississippi,24781,16341,25516,540.9353107
28011046,Mississippi,36441,20679,47243,61.16465353
28011056,Mississippi,47161,27392,46013,77.42986902
28011066,Mississippi,19261,12764,23214,531.5603469
28011076,Mississippi,40968,34512,30317,680.1809426
28011086,Mississippi,41786,28737,37037,348.6213373
28011096,Mississippi,37356,17447,42696,1337.237826
28011106,Mississippi,38528,26703,39345,1350.983886
2801736,Mississippi,25742,16126,27678,95.93009953
2801746,Mississippi,43639,28580,40054,247.7925714
2801756,Mississippi,52423,38663,47772,11911.09129
2801766,Mississippi,58419,41031,44794,46.16396191
2801776,Mississippi,63943,53497,46668,281.3570926
2801786,Mississippi,62130,300000,41043,103.5967572
2801796,Mississippi,74709,69195,54653,314.8764997
2801806,Mississippi,23649,14839,20034,88.39709153
2801816,Mississippi,59538,51080,47533,232.7123902
2801826,Mississippi,29240,22070,25511,793.0674989
2801836,Mississippi,29639,25679,18465,58.49819437
2801846,Mississippi,56790,300000,37363,31.76573039
2801856,Mississippi,30114,22070,25617,82.79745349
2801866,Mississippi,54258,300000,39444,107.8636189
2801876,Mississippi,47316,31231,42864,159.9283148
2801886,Mississippi,47778,29298,46625,226.6225731
2801896,Mississippi,33629,28155,32056,294.5860624
2801906,Mississippi,50107,43993,38714,230.4251409
2801916,Mississippi,49570,38896,44334,594.0380645
2801926,Mississippi,59130,55270,39153,32.79797636
2801936,Mississippi,41808,28170,46087,478.0770703
2801946,Mississippi,120211,300000,40121,13.99767992
2801956,Mississippi,44717,34160,41546,3697.923759
2801966,Mississippi,57112,48360,36065,113.1624742
2801976,Mississippi,72929,54439,61310,3712.974811
2801986,Mississippi,52195,42723,40458,7270.169835
2801996,Mississippi,45871,33267,42193,208.5584299
28021005,Mississippi,56055,300000,37561,161.4941002
28021015,Mississippi,34633,27543,26439,145.3251554
28021025,Mississippi,0,0,0,0
28021035,Mississippi,67179,62439,32962,356.1455376
28021045,Mississippi,54620,46516,44898,228.3826757
2802105,Mississippi,63271,300000,38381,977.8944328
28021055,Mississippi,17486,8987,36152,199.8804033
28021065,Mississippi,50253,29391,52164,247.0907398
28021075,Mississippi,51321,300000,39548,179.5966758
28021085,Mississippi,35780,24849,32588,409.2582798
28021095,Mississippi,35092,28660,29171,196.8246477
28021105,Mississippi,54651,47338,44987,347.4122755
28021115,Mississippi,40144,40307,32956,86.5290746
28021125,Mississippi,56160,37595,49350,242.792381
28021135,Mississippi,36430,31370,33533,247.5685235
28021145,Mississippi,0,0,0,0
2802115,Mississippi,29977,21177,30305,1851.348216
28021155,Mississippi,55754,43888,41382,150.4242137
28021165,Mississippi,107056,82806,86313,406.9810587
28021175,Mississippi,13877,10529,11903,121.9897
28021185,Mississippi,29749,25052,27471,267.4584146
28021195,Mississippi,58078,57801,44790,418.4626688
28021205,Mississippi,31328,27897,20672,231.9303306
28021215,Mississippi,60590,37316,49959,507.4469468
28021225,Mississippi,45989,37087,33426,313.1929587
28021235,Mississippi,48049,39678,50396,573.9365016
28021245,Mississippi,70453,66856,38962,402.9439185
2802125,Mississippi,47912,33768,40611,1013.291934
28021255,Mississippi,66383,58050,50778,206.18836
28021265,Mississippi,42102,29671,33482,268.2604281
28021275,Mississippi,74570,54047,61112,287.4813744
28021285,Mississippi,38074,22990,35007,306.7794383
28021295,Mississippi,30643,30490,23485,420.9703106
28021305,Mississippi,45005,37314,35244,272.7455069
28021315,Mississippi,17480,13812,16095,424.3004998
28021325,Mississippi,85405,64101,67913,379.2407953
28021335,Mississippi,39495,32485,28224,143.1938079
28021345,Mississippi,38389,32831,41719,249.7560821
2802135,Mississippi,59424,46984,53891,582.634684
28021355,Mississippi,64408,59262,52171,182.6241282
28021365,Mississippi,21561,23452,11295,197.6589333
28021375,Mississippi,51243,51691,40734,510.7194587
28021385,Mississippi,66476,51911,38391,88.52891897
28021395,Mississippi,101192,89016,66157,357.6410329
28021405,Mississippi,56304,300000,51546,508.524917
28021415,Mississippi,62882,50951,51819,325.3106028
28021425,Mississippi,40471,36981,20883,528.6864215
28021435,Mississippi,51072,44323,30718,327.7229574
28021445,Mississippi,66679,64747,44203,692.9342123
2802145,Mississippi,41767,31254,35668,2933.462573
28021455,Mississippi,27986,22479,20716,187.4592496
28021465,Mississippi,37660,28401,40260,299.0191796
28021475,Mississippi,30492,17548,33962,241.3175796
28021485,Mississippi,35156,27269,29251,458.3457687
28021495,Mississippi,40080,27961,40941,627.8428149
280215,Mississippi,40630,31267,33359,1274.128091
28021505,Mississippi,52572,51446,36126,334.1178455
28021515,Mississippi,70119,65720,42372,455.6050023
28021525,Mississippi,61893,300000,47811,172.1282614
28021535,Mississippi,83028,56776,70278,290.9858964
28021545,Mississippi,60121,40067,48193,357.5883597
2802155,Mississippi,54852,40671,49084,1284.213663
28021555,Mississippi,82342,300000,54381,191.5577579
28021565,Mississippi,47806,300000,23710,216.2973019
28021575,Mississippi,34687,30006,28961,292.551088
28021585,Mississippi,36508,31712,26411,544.8802422
28021595,Mississippi,49244,47073,41811,308.9089992
28021605,Mississippi,49352,29550,62743,176.6252192
28021615,Mississippi,59015,300000,19595,137.1266671
28021625,Mississippi,26157,22008,19901,637.4373452
28021635,Mississippi,33148,25190,27181,209.5568325
28021645,Mississippi,61370,34020,68043,284.3887913
2802165,Mississippi,30409,22942,24369,1206.461938
28021655,Mississippi,72210,45948,66945,534.8824254
28021665,Mississippi,26709,14924,25210,289.5595881
28021675,Mississippi,56255,53224,39797,224.1244204
28021685,Mississippi,56337,52516,30125,104.295164
28021695,Mississippi,32094,29054,21623,441.7580294
28021705,Mississippi,68619,45991,59179,222.7931482
28021715,Mississippi,78664,53845,74380,635.5604502
28021725,Mississippi,59143,300000,39685,246.5912127
28021735,Mississippi,57090,44055,43023,668.0026
28021745,Mississippi,35109,25113,30667,677.8243672
2802175,Mississippi,65521,45534,51129,1624.8913
28021755,Mississippi,42271,29027,43606,284.0546126
28021765,Mississippi,16991,13879,27590,517.58668
28021775,Mississippi,13810,11007,11242,276.1440833
28021785,Mississippi,48486,300000,32499,350.3268438
28021795,Mississippi,22705,25282,13409,342.9848
28021805,Mississippi,68291,50281,56299,496.0144384
28021815,Mississippi,55953,41898,34901,362.3917352
28021825,Mississippi,50136,37515,45936,340.7887659
28021835,Mississippi,47172,41920,37742,233.9897175
28021845,Mississippi,43367,34290,29980,211.1292784
2802185,Mississippi,74681,68792,52187,374.6814747
28021855,Mississippi,58912,44321,48271,386.0495772
28021865,Mississippi,49809,45945,32165,596.0486816
28021875,Mississippi,67665,45947,64916,483.6488092
28021885,Mississippi,40783,32510,32314,615.3511333
28021895,Mississippi,84208,73547,68090,300.9491237
28021905,Mississippi,71291,54943,60117,227.521499
28021915,Mississippi,42011,29505,38220,383.6535998
28021925,Mississippi,43390,300000,36754,312.5937594
28021935,Mississippi,18689,12088,18674,335.7085803
28021945,Mississippi,44854,41089,32691,474.3839426
2802195,Mississippi,0,0,0,0
28021955,Mississippi,22030,12137,25212,219.5495348
28021965,Mississippi,51910,300000,27026,409.8232583
28021975,Mississippi,36723,25593,29021,354.9926797
28021985,Mississippi,73116,61988,51780,489.038215
28021995,Mississippi,29202,18181,29298,373.3218198
28022005,Mississippi,70864,62558,52891,309.7463034
28022015,Mississippi,66624,300000,43357,177.3608115
28022025,Mississippi,53726,44382,34800,294.926501
28022035,Mississippi,115903,300000,72309,152.5226168
28022045,Mississippi,141099,125873,75326,285.7106446
2802205,Mississippi,24748,18998,21239,1268.353042
28022055,Mississippi,33916,16393,36650,266.5169834
28022065,Mississippi,76478,62276,65360,275.3539658
28022075,Mississippi,47024,31266,41123,514.5114064
28022085,Mississippi,40964,29667,40487,223.9222514
28022095,Mississippi,42638,28529,31909,551.5859081
28022105,Mississippi,29558,28010,17994,197.8947148
28022115,Mississippi,55224,300000,49304,314.2934854
28022125,Mississippi,22975,15887,20893,374.480521
28022135,Mississippi,38756,24564,37947,487.3367085
28022145,Mississippi,49027,37221,35129,293.6585549
2802215,Mississippi,26352,20081,21011,367.1556832
28022155,Mississippi,53672,51949,34375,347.4166953
28022165,Mississippi,48937,39258,47341,306.3577046
28022175,Mississippi,46017,39883,31700,407.5828199
28022185,Mississippi,47244,27002,56835,251.6250676
28022195,Mississippi,48102,36774,43781,242.6883648
28022205,Mississippi,26505,17392,22654,511.8846524
28022215,Mississippi,33744,22412,44192,474.2876809
28022225,Mississippi,61878,30211,60650,702.3708346
28022235,Mississippi,42753,35766,27425,431.2198564
28022245,Mississippi,48139,41404,28479,705.7771286
2802225,Mississippi,32963,24671,31399,747.4912239
28022255,Mississippi,59071,32636,61520,351.3521248
28022265,Mississippi,46897,42385,34367,323.4904917
28022275,Mississippi,62936,55183,47297,686.8038192
28022285,Mississippi,57761,43042,54928,286.949674
28022295,Mississippi,49074,43174,41781,486.1039329
28022305,Mississippi,20450,10704,25613,186.8495213
28022315,Mississippi,27790,18339,22261,252.8586613
28022325,Mississippi,46901,36705,49780,322.3264063
28022335,Mississippi,66703,43665,60802,192.3194504
28022345,Mississippi,36579,32399,26204,451.9256258
2802235,Mississippi,38114,30718,28831,875.627561
28022355,Mississippi,60543,42489,45684,310.1866031
28022365,Mississippi,48556,43628,37315,194.5935551
28022375,Mississippi,54651,48792,44838,248.7541644
28022385,Mississippi,77950,64178,65278,329.550008
28022395,Mississippi,92599,69212,66987,120.5919555
28022405,Mississippi,53824,50522,32857,311.1541928
28022415,Mississippi,89000,300000,8231,0.799871995
28022425,Mississippi,41661,300000,34927,591.5245562
28022435,Mississippi,53617,46097,37312,591.5746699
28022445,Mississippi,52675,40821,38192,511.1828776
2802245,Mississippi,86431,77183,59823,600.795641
28022455,Mississippi,43689,36766,30965,236.5947984
28022465,Mississippi,64597,54263,48647,306.8511391
28022475,Mississippi,47423,28018,48184,286.2209201
28022485,Mississippi,54753,39625,44084,508.7467366
28022495,Mississippi,58822,300000,52152,179.629952
280225,Mississippi,33752,23842,34734,1037.719877
28022505,Mississippi,50235,29626,53396,357.7532951
28022515,Mississippi,55458,45682,46959,281.149877
28022525,Mississippi,33651,13640,39582,183.0915292
28022535,Mississippi,30587,25820,25623,219.8189721
28022545,Mississippi,39307,15583,50564,154.9144016
2802255,Mississippi,61512,58260,42281,1246.408779
28022555,Mississippi,31582,24430,24059,153.8289032
28022565,Mississippi,116102,300000,79671,222.817897
28022575,Mississippi,67449,36133,69791,353.3893772
28022585,Mississippi,32239,15632,33137,198.2944885
28022595,Mississippi,40926,33234,28855,336.9616932
28022605,Mississippi,42219,41635,26935,341.0162797
28022615,Mississippi,38575,35521,33416,242.5851838
28022625,Mississippi,89189,66455,74938,134.7597433
28022635,Mississippi,38347,26547,30539,472.1495095
28022645,Mississippi,80856,74410,66536,155.9200064
2802265,Mississippi,32109,22803,32208,1286.734397
28022655,Mississippi,43689,30956,47266,276.4571251
28022665,Mississippi,21355,15091,19146,292.3148109
28022675,Mississippi,43025,27814,42591,295.6828593
28022685,Mississippi,94881,78612,64674,233.1461215
28022695,Mississippi,21787,12655,20019,163.3217999
28022705,Mississippi,52535,42369,56075,405.6803313
28022715,Mississippi,63201,56999,52031,188.9862181
28022725,Mississippi,37485,23069,45454,228.4272191
28022735,Mississippi,46311,26596,46815,207.7578776
28022745,Mississippi,65047,61477,58234,262.042727
2802275,Mississippi,81144,58784,66279,1375.279779
28022755,Mississippi,45394,35977,41435,425.6848572
28022765,Mississippi,42141,32329,46096,332.625127
28022775,Mississippi,33382,19987,29143,161.0943738
28022785,Mississippi,17048,11748,14952,229.1499611
28022795,Mississippi,48290,39990,36599,312.4214155
28022805,Mississippi,69484,49126,48404,186.259237
28022815,Mississippi,37614,22270,40411,483.6988386
28022825,Mississippi,54359,300000,40869,405.024053
2802285,Mississippi,61386,44890,50822,1572.188579
2802295,Mississippi,50167,34805,46500,660.8042737
2802305,Mississippi,40609,28545,41488,660.608234
2802315,Mississippi,51343,37184,53016,1171.76348
2802325,Mississippi,55870,42414,45254,1636.114619
2802335,Mississippi,52339,38815,49854,929.0580421
2802345,Mississippi,61899,53073,49760,1310.227678
280235,Mississippi,34603,21484,36110,1030.761182
2802355,Mississippi,76578,54545,66580,884.3939951
2802365,Mississippi,17255,16793,10608,25.33226667
2802375,Mississippi,52495,38904,38876,977.3933509
2802385,Mississippi,38459,26692,33456,1052.504485
2802395,Mississippi,31944,22585,30551,1353.60467
2802405,Mississippi,30078,21015,29120,1371.143017
2802415,Mississippi,31197,22511,28325,1116.216838
2802425,Mississippi,76798,66864,53826,660.9270359
2802435,Mississippi,96086,78512,62921,2223.04843
2802445,Mississippi,55288,29159,59288,938.0835381
280245,Mississippi,39994,28464,39122,1110.283051
2802455,Mississippi,48619,36128,41620,1907.38314
2802465,Mississippi,40803,28203,40354,1435.645255
2802475,Mississippi,50877,34553,49316,1400.206897
2802485,Mississippi,50723,31948,50262,1136.714711
2802495,Mississippi,53793,40600,46803,1422.209902
28025,Mississippi,36337,27273,30853,1052.254237
2802505,Mississippi,45383,33652,41865,982.6191953
2802515,Mississippi,48753,38752,39892,1067.99121
2802525,Mississippi,28985,18437,29579,674.4424768
2802535,Mississippi,118308,113754,69335,559.058019
2802545,Mississippi,43605,29050,33156,384.6587462
280255,Mississippi,37854,24325,37133,1101.795902
2802555,Mississippi,84544,102162,46206,15.33154662
2802565,Mississippi,43844,35227,37940,920.6183882
2802575,Mississippi,33784,26141,29757,985.2947199
2802585,Mississippi,43026,29988,42174,558.6457227
2802595,Mississippi,53261,46133,41553,841.5364313
2802605,Mississippi,48524,35911,43361,1147.248512
2802615,Mississippi,47319,30870,47651,736.7121763
2802625,Mississippi,31599,31224,25311,774.3317621
2802635,Mississippi,34963,22030,40050,655.5778952
2802645,Mississippi,52427,31838,48125,1378.520482
280265,Mississippi,56702,48548,41177,891.2988781
2802655,Mississippi,48898,37600,43818,1202.516373
2802665,Mississippi,39901,31335,28290,402.7200158
2802675,Mississippi,11558,10018,8824,229.984
2802685,Mississippi,49628,23377,55915,192.892458
2802695,Mississippi,54221,46592,48435,326.1825367
2802705,Mississippi,37295,30045,20400,307.8615434
2802715,Mississippi,43292,33714,41728,695.1039372
2802725,Mississippi,33972,21947,36392,330.154983
2802735,Mississippi,36302,23374,30441,289.9282683
2802745,Mississippi,55271,43788,40765,438.8529621
280275,Mississippi,42760,33623,36724,1354.31373
2802755,Mississippi,56738,41770,50447,388.8850357
2802765,Mississippi,24429,16828,27826,307.7114678
2802775,Mississippi,23921,19262,22445,263.8222855
2802785,Mississippi,25632,15450,25679,465.4080047
2802795,Mississippi,37261,30969,29180,400.8204721
2802805,Mississippi,58074,52221,48799,310.9415243
2802815,Mississippi,34420,24430,33800,354.9880963
2802825,Mississippi,45534,30554,51575,384.0427571
2802835,Mississippi,53229,38470,41154,187.49409
2802845,Mississippi,65082,53445,43061,233.5911344
280285,Mississippi,57151,46460,39334,978.0026766
2802855,Mississippi,36928,23078,38578,424.6544285
2802865,Mississippi,35333,25770,30966,404.2185224
2802875,Mississippi,25999,16958,23888,330.6864979
2802885,Mississippi,51870,35090,44146,232.6579557
2802895,Mississippi,33097,34401,24365,242.4511917
2802905,Mississippi,45346,24943,46772,443.7082993
2802915,Mississippi,34822,32848,26786,290.6897377
2802925,Mississippi,46896,32009,48536,398.7462777
2802935,Mississippi,53257,42519,41381,422.0849385
2802945,Mississippi,35106,31063,29329,464.5772503
280295,Mississippi,65026,56106,44890,953.5874238
2802955,Mississippi,48837,37492,38466,590.6867582
2802965,Mississippi,44455,42776,31925,280.0862468
2802975,Mississippi,89307,75791,56717,1098.626059
2802985,Mississippi,57666,47936,39384,785.5312829
2802995,Mississippi,89698,79455,56671,301.4838586
29011444,Missouri,41072,52271,28644,16.23253039
29011454,Missouri,47658,35626,45835,603.9130372
29011464,Missouri,72297,300000,21067,1.399935997
29011474,Missouri,68951,63338,48048,740.9251503
29011484,Missouri,21899,21539,16880,24.86530133
29011494,Missouri,66960,62012,40055,1229.909135
29011504,Missouri,62897,55262,43194,4827.295403
29011514,Missouri,31954,22169,23759,41.43226507
29011524,Missouri,37895,30384,29234,463.4219138
29011534,Missouri,46179,40753,36494,546.7111618
29011544,Missouri,42059,32839,39201,73.36456149
